t,raw_score,score,rec_err,lat_err,edge_err,err_phys,err_cyber,err_event,top_nodes,y_true,switching,physical_block_context,switch_event,attack_type,affected_nodes,rec_z,phys_z,cyber_z,edge_z,lat_z,threshold,raw_alert,high_score,strong_cyber,strong_physical,cyber_confirmed,physical_confirmed_raw,physical_confirmed_persistent,confirmed_alert_before_persistence,physical_confirmed,alert,threshold_method,context_aware_alerting,cyber_confirm_z,phys_confirm_z,phys_min_rec_z,phys_persistence_k,physical_confirmation_enabled,persistence_k
275,0.7720557451248169,0.2848499575637948,0.7720557451248169,0.6115157604217529,6056.79736328125,0.9180636405944824,0.7916784286499023,0.00277130794711411,"[19, 23, 11, 13, 37, 4]",0,0,0,0,none,[],0.7438603869577777,1.1551393301341875,0.0,0.0,1.4674620653210335,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
276,0.7264561057090759,0.13731807761547793,0.7264561057090759,0.621015191078186,5989.18896484375,0.8165817260742188,0.8629115223884583,0.00291711138561368,"[19, 11, 20, 31, 6, 14]",0,0,0,0,none,[],0.377672145345639,0.5377817054242139,0.0,0.0,1.5099560669650973,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
277,0.7709497213363647,0.46615200077226665,0.7709497213363647,0.6333670616149902,6039.13427734375,0.8552108407020569,0.9440487623214722,0.00344559527002275,"[19, 26, 8, 31, 28, 29]",0,0,0,0,none,[],0.7349784547437549,0.7727790304552621,0.34284053998916303,0.0,1.565209947527167,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
278,0.6863622665405273,0.25815324142325785,0.6863622665405273,0.6406828165054321,6034.81396484375,0.7192922830581665,0.9459047913551331,0.0026270723901689053,"[19, 3, 11, 8, 34, 35]",0,0,0,0,none,[],0.05569827334299071,0.0,0.3568550006025847,0.0,1.5979356667397682,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
279,0.7647186517715454,0.24001691007818335,0.7647186517715454,0.6554186344146729,6010.01708984375,0.8786177039146423,0.8607836365699768,0.0030936533585190773,"[19, 4, 7, 11, 37, 13]",0,0,0,0,none,[],0.6849398045145066,0.915172929340049,0.0,0.0,1.6638537088950462,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
280,0.7961351275444031,0.31902306022525384,0.7961351275444031,0.6823223829269409,6019.99755859375,0.9237267374992371,0.8737742900848389,0.00289857923053205,"[6, 19, 17, 25, 3, 16]",0,0,0,0,none,[],0.9372300455847422,1.1895903559169503,0.0,0.0,1.7842028092632432,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
281,0.7514843344688416,0.27919535848071547,0.7514843344688416,0.7059130668640137,6058.35791015625,0.9390224814414978,0.6568504571914673,0.003061280120164156,"[19, 8, 24, 38, 15, 32]",0,0,0,0,none,[],0.5786615215256875,1.2826408683457489,0.0,0.0,1.889731508641419,1.6816989055870812,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
282,0.8004919290542603,0.41694176986843967,0.8004919290542603,0.7223194241523743,6014.2978515625,0.912827730178833,0.9180585741996765,0.0036793695762753487,"[16, 11, 19, 29, 13, 34]",0,0,0,0,none,[],0.9722173723353343,1.123287061356246,0.14659443544957515,0.0,1.9631224095068893,1.6672444327811287,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
283,0.7669005990028381,0.30502649949259153,0.7669005990028381,0.7495117783546448,6033.78515625,0.8609085083007812,0.9135037064552307,0.003655232721939683,"[19, 8, 0, 20, 12, 11]",0,0,0,0,none,[],0.7024619478944769,0.807440364465009,0.11220164662666957,0.0,2.0847625357385304,1.6558105566196732,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
284,0.7201820611953735,0.17777904876044473,0.7201820611953735,0.7760770320892334,5991.6474609375,0.8692039847373962,0.706292986869812,0.0028506505768746138,"[19, 36, 2, 29, 11, 8]",0,0,0,0,none,[],0.32728838447151515,0.8579052739314498,0.0,0.0,2.2035974403449554,1.641954569023036,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
285,0.7505671381950378,0.37921032658195364,0.7505671381950378,0.7917738556861877,6050.873046875,0.8252843618392944,0.9374116063117981,0.0032925731502473354,"[19, 11, 14, 30, 29, 20]",0,0,0,0,none,[],0.571295970064738,0.5907235381639814,0.292724857639494,0.0,2.2738143693230985,1.6274992080802704,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
286,0.7322715520858765,0.17145646763175298,0.7322715520858765,0.8166252970695496,6031.7490234375,0.8463163375854492,0.8114386200904846,0.0037137323524802923,"[3, 11, 19, 30, 23, 38]",0,0,0,0,none,[],0.424373130489288,0.7186699870557318,0.0,0.0,2.3849828413290255,1.6154618002168952,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
287,0.9923281669616699,2.024272430997232,0.9923281669616699,0.885438859462738,6032.75830078125,1.130621075630188,1.1408379077911377,0.003844229970127344,"[19, 13, 17, 30, 29, 16]",0,0,0,0,none,[],2.5127596997940165,2.448216562943835,1.8287514165522205,0.0,2.6928079878276483,1.6012975842649568,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
288,0.7973628044128418,0.33196470410289414,0.7973628044128418,0.9143509864807129,6049.1044921875,0.9362885355949402,0.8469899892807007,0.0034796977415680885,"[19, 30, 21, 11, 29, 8]",0,0,0,0,none,[],0.9470889137574209,1.2660091135952065,0.0,0.0,2.8221412097300775,1.8126105508761436,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
289,0.7867220640182495,0.3136605796546331,0.7867220640182495,0.9453535079956055,6015.8857421875,0.9302759766578674,0.8196167945861816,0.0031625551637262106,"[19, 0, 34, 35, 11, 12]",0,0,0,0,none,[],0.8616383693129416,1.229432161717946,0.0,0.0,2.96082543701393,1.7974393397261883,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
290,0.8165715932846069,0.4034398149996078,0.8165715932846069,0.9663630723953247,6001.90771484375,0.9892594218254089,0.7913499474525452,0.003576506394892931,"[19, 13, 11, 23, 34, 0]",0,0,0,0,none,[],1.1013452348725907,1.5882535317914614,0.0,0.0,3.0548079604337026,1.7821688351354654,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
291,1.086523413658142,1.5525355719654539,1.086523413658142,1.007539987564087,5985.39208984375,1.3400641679763794,0.9939614534378052,0.003944223280996084,"[19, 30, 8, 11, 34, 29]",0,0,0,0,none,[],3.269195325118188,3.7223479253053307,0.7197201205741804,0.0,3.239005515441264,1.7687360142047885,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
292,0.8688067197799683,0.6150662718560079,0.8688067197799683,1.0293314456939697,5990.81591796875,1.0208805799484253,0.9213192462921143,0.0034132320433855057,"[19, 8, 24, 11, 3, 7]",0,0,0,0,none,[],1.5208198045579173,1.7806184784096675,0.17121504201552887,0.0,3.3364857004216857,1.8664810921493866,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
293,1.125557541847229,1.3104682786936312,1.125557541847229,1.087247610092163,5992.154296875,1.4306384325027466,0.9236305356025696,0.004007745534181595,"[19, 10, 30, 27, 29, 11]",0,0,0,0,none,[],3.5826591802619703,4.273349678397854,0.18866707127808233,0.0,3.5955632887704168,1.8591526004843877,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
294,1.0280367136001587,1.64058110791435,1.0280367136001587,1.1585205793380737,5943.478515625,1.2266770601272583,1.043523907661438,0.0038612596690654755,"[19, 34, 4, 30, 7, 16]",0,0,0,0,none,[],2.7995174476975975,3.0325659488282364,1.093955140622107,0.0,3.9143901513321198,1.9136734035529521,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
295,0.8849847316741943,0.6765086822151483,0.8849847316741943,1.1841883659362793,6010.83251953125,1.045143723487854,0.9250680208206177,0.004023668356239796,"[19, 31, 23, 25, 24, 30]",0,0,0,0,none,[],1.6507374487373991,1.92822149451662,0.19952120103863633,0.0,4.029210397444972,2.0115361898041275,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
296,1.0674004554748535,1.0562180631148492,1.0674004554748535,1.2414271831512451,6024.10498046875,1.3735120296478271,0.8337574601173401,0.004127981141209602,"[19, 30, 31, 29, 34, 11]",0,0,0,0,none,[],3.1156282679816876,3.925825486117307,0.0,0.0,4.285257994485942,2.003697129173454,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
297,1.206813931465149,1.4072522046131235,1.206813931465149,1.3243255615234375,6036.27734375,1.5741665363311768,0.8898290395736694,0.004020910710096359,"[30, 19, 33, 29, 11, 31]",0,0,0,0,none,[],4.235189218112785,5.1464921459747055,0.0,0.0,4.656089042602764,2.0218990708085456,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
298,1.1371630430221558,1.2513503047781516,1.1371630430221558,1.3902029991149902,6006.25537109375,1.495261311531067,0.8082778453826904,0.004441734869033098,"[30, 19, 29, 34, 11, 13]",0,0,0,0,none,[],3.6758572432889123,4.666478121898765,0.0,0.0,4.950779960676508,2.076762872322721,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
299,1.0675287246704102,1.042602641961606,1.0675287246704102,1.4717860221862793,5968.47216796875,1.3584219217300415,0.872029721736908,0.004060810431838036,"[19, 30, 29, 33, 6, 3]",0,0,0,0,none,[],3.116658334705366,3.8340259450386736,0.0,0.0,5.315727002441721,2.109952349605746,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
300,1.4509873390197754,2.5315426370849425,1.4509873390197754,1.5861940383911133,6055.74853515625,1.922561526298523,0.9955593347549438,0.003972644452005625,"[30, 19, 11, 23, 36, 29]",0,1,1,0,none,[],6.196025573542545,7.265926968266597,0.7317853654479595,0.0,5.8275107718626735,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
301,1.6070847511291504,3.561290225213652,1.6070847511291504,1.7323873043060303,5990.6064453125,2.1222944259643555,1.1203255653381348,0.004554022569209337,"[30, 19, 11, 29, 7, 34]",0,1,1,0,none,[],7.4495669960829485,8.480987100872907,1.6738673009575342,0.0,6.481480162957967,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
302,5013.8974609375,5.1332041175463115,5013.8974609375,2.463526725769043,38044.25390625,2.26141619682312,1.0375334024429321,40097.80078125,"[30, 19, 31, 11, 37, 34]",0,1,1,1,none,[],20.0,9.327323971918657,1.0487221739407322,20.0,9.752101413995657,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
303,5014.02490234375,5.760812892795996,5014.02490234375,4.862668991088867,37994.03125,2.458606004714966,1.1222305297851562,40097.66015625,"[30, 19, 31, 18, 34, 11]",0,1,1,1,none,[],20.0,10.526913396227535,1.6882512619455223,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
304,5013.8525390625,5.938772132685971,5013.8525390625,8.993539810180664,38080.8671875,2.094351053237915,1.2187857627868652,40097.91796875,"[30, 19, 18, 11, 31, 37]",0,1,1,1,none,[],20.0,8.310995686202306,2.4173182567937492,20.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
305,5014.78125,6.025328885408513,5014.78125,14.838464736938477,37956.94921875,3.773035764694214,0.9453482031822205,40097.4921875,"[30, 19, 11, 31, 37, 18]",0,1,1,1,none,[],20.0,18.523148373710704,0.35265232764558124,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
306,5014.0537109375,5.71786528505182,5014.0537109375,22.408628463745117,38004.57421875,2.48860764503479,1.108925461769104,40097.76953125,"[30, 19, 11, 29, 31, 36]",0,1,1,1,none,[],20.0,10.70942612761231,1.5877876655856773,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
307,5014.1201171875,4.838159081262857,5014.1201171875,31.660472869873047,38000.65234375,2.7425711154937744,0.7726510763168335,40097.703125,"[30, 19, 11, 31, 37, 34]",0,1,1,1,none,[],20.0,12.254393875085714,0.0,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
308,5014.30126953125,5.987779069519865,5014.30126953125,42.69322204589844,37986.37109375,2.9069619178771973,1.0877658128738403,40097.703125,"[30, 19, 31, 11, 29, 18]",0,1,1,1,none,[],20.0,13.254453006442874,1.4280158836477637,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
309,5013.9150390625,5.744717443521585,5013.9150390625,55.3962516784668,38004.61328125,2.2613179683685303,1.1532458066940308,40097.70703125,"[30, 19, 11, 29, 37, 31]",0,1,1,1,none,[],20.0,9.326726406473709,1.922440689357898,20.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
310,5014.04248046875,7.611650557853095,5014.04248046875,69.8336181640625,37999.31640625,2.3355343341827393,1.493647813796997,40097.671875,"[30, 19, 11, 18, 5, 32]",0,1,1,1,none,[],20.0,9.778216108163537,4.492740202326521,20.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
311,5014.02294921875,4.659848888413853,5014.02294921875,86.02217102050781,38053.5625,2.547165632247925,0.8822357058525085,40097.68359375,"[30, 19, 11, 31, 29, 37]",0,1,1,1,none,[],20.0,11.065659256092355,0.0,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
312,5014.06640625,4.763372532986233,5014.06640625,103.94348907470703,38015.06640625,2.660614490509033,0.7866163849830627,40097.66015625,"[30, 19, 11, 34, 31, 37]",0,1,1,1,none,[],20.0,11.75581688657489,0.0,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
313,5014.58203125,5.8611643956103,5014.58203125,123.59916687011719,37964.921875,3.4368345737457275,0.9723319411277771,40097.52734375,"[30, 19, 11, 33, 31, 34]",0,1,1,1,none,[],20.0,16.47789361428086,0.5564005049545299,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
314,5014.76171875,7.070691316103263,5014.76171875,144.92918395996094,37905.33984375,3.667137861251831,1.1614084243774414,40097.43359375,"[30, 19, 31, 11, 29, 18]",0,1,1,1,none,[],20.0,17.87892641120623,1.9840747920318966,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
315,5014.4140625,5.256622921748093,5014.4140625,168.00967407226562,37950.640625,3.2011547088623047,0.8613686561584473,40097.58203125,"[30, 19, 11, 31, 37, 29]",0,1,1,1,none,[],20.0,15.044152811653959,0.0,20.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
316,1.6973254680633545,2.7325324662078962,1.6973254680633545,167.96707153320312,6103.25634765625,2.379000186920166,0.839671790599823,0.004259559325873852,"[30, 19, 11, 34, 29, 32]",0,1,1,0,none,[],8.174245740901,10.042637367151642,0.0,0.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
317,1.6593902111053467,3.5898854307194075,1.6593902111053467,167.95909118652344,6046.0224609375,2.21492862701416,1.0978225469589233,0.004834873601794243,"[30, 19, 11, 31, 34, 29]",0,1,1,0,none,[],7.869606379306352,9.044520323490563,1.5039520361426721,0.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
318,2.096583843231201,3.775485523991243,2.096583843231201,144.8394317626953,6127.412109375,2.994898796081543,0.8967254161834717,0.004726673010736704,"[30, 19, 11, 29, 31, 34]",0,1,1,0,none,[],11.380493075856108,13.789410417418846,0.0,0.1310460698633018,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
319,2.279543161392212,4.266186882844574,2.279543161392212,123.45323181152344,6151.12109375,3.2911276817321777,0.8877981305122375,0.005110924132168293,"[30, 19, 29, 34, 11, 31]",0,1,1,0,none,[],12.84974923363197,15.59149665199852,0.0,0.4408203246845122,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
320,2.7900640964508057,6.970909655591706,2.7900640964508057,103.84597778320312,6150.0009765625,3.993961811065674,1.1726775169372559,0.00535007705911994,"[30, 19, 6, 11, 5, 31]",0,1,1,0,none,[],16.949491378758612,19.86713542666698,2.069165192539811,0.42618522005151405,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
321,1.9055434465408325,3.32793247483831,1.9055434465408325,85.98468017578125,6138.36328125,2.756622552871704,0.7280972599983215,0.005039851181209087,"[30, 19, 11, 29, 34, 5]",0,1,1,0,none,[],9.846341757177424,12.339874741744644,0.0,0.2741306935376182,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
322,2.1934661865234375,4.212428060476245,2.1934661865234375,69.87199401855469,6176.8291015625,3.1345715522766113,0.9351184964179993,0.004635237157344818,"[30, 19, 11, 31, 29, 7]",0,1,1,0,none,[],12.158507450268045,14.639099166482255,0.2754100970909999,0.7767132012875422,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
323,2.3333864212036133,4.417372653323418,2.3333864212036133,55.556053161621094,6135.50634765625,3.3857316970825195,0.8665000796318054,0.0054325624369084835,"[30, 19, 11, 29, 5, 34]",0,1,1,0,none,[],13.282137929806536,16.16701309234958,0.0,0.23680288307219885,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
324,1.7999355792999268,2.998982029370929,1.7999355792999268,42.94585418701172,6109.87060546875,2.535543441772461,0.8587033152580261,0.004361292347311974,"[30, 19, 29, 16, 34, 11]",0,1,1,0,none,[],8.998256998156153,10.994956530983375,0.0,0.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
325,2.576817035675049,5.0978137983492235,2.576817035675049,32.16819763183594,6160.30615234375,3.810065507888794,0.7792866230010986,0.005637259688228369,"[30, 19, 29, 11, 31, 5]",0,1,1,0,none,[],15.23700927988756,18.7484160424406,0.0,0.5608294586214466,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
326,3.0243377685546875,5.832576489465437,3.0243377685546875,23.183517456054688,6199.40283203125,4.477731227874756,0.9001486301422119,0.005749396979808807,"[30, 7, 19, 5, 29, 11]",0,1,1,0,none,[],18.83082783542641,20.0,0.01136044878782202,1.071654579791525,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
327,1.5225329399108887,2.3964267789321454,1.5225329399108887,15.81984806060791,6148.82568359375,2.0633842945098877,0.9293786883354187,0.00458547193557024,"[30, 19, 31, 29, 11, 34]",0,1,1,0,none,[],6.770573050695549,8.122611729280756,0.2320700884795711,0.4108292057308399,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
328,2.209216833114624,4.147555827325754,2.209216833114624,10.28076171875,6147.93017578125,3.253958225250244,0.6994311809539795,0.005080581642687321,"[30, 19, 29, 11, 34, 5]",0,1,1,0,none,[],12.2849931342204,15.365379047951297,0.0,0.3991287777025406,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
329,2.422499418258667,5.79998618811127,2.422499418258667,6.511242389678955,6189.166015625,3.4214885234832764,1.1337460279464722,0.0050611067563295364,"[30, 19, 34, 11, 29, 31]",0,1,1,0,none,[],13.997760511793736,16.38453706712176,1.775202216105638,0.9379035036665005,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
330,1.7810792922973633,2.9868440171082593,1.7810792922973633,4.4355034828186035,6102.85498046875,2.547133207321167,0.7542018294334412,0.004565587267279625,"[30, 19, 29, 11, 31, 34]",0,1,1,0,none,[],8.846831445908936,11.065462001479458,0.0,0.0,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
331,2.811598300933838,5.961966930672746,2.811598300933838,4.250273704528809,6164.939453125,4.108300685882568,0.9731120467185974,0.005056316498667002,"[30, 19, 11, 34, 5, 29]",0,1,1,0,none,[],17.12242196714032,20.0,0.5622909080024269,0.6213667331909841,10.0,2.121669205699315,1,1,0,1,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
332,2.084549903869629,3.7950087518096787,2.084549903869629,4.2891316413879395,6123.369140625,3.032179355621338,0.7551052570343018,0.005293130408972502,"[30, 19, 29, 11, 35, 34]",0,1,0,0,none,[],11.283854436802308,14.016203908595552,0.0,0.07822189097872272,10.0,2.121669205699315,1,1,0,1,0,1,0,1,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
333,1.7466943264007568,3.251203172790123,1.7466943264007568,4.295854091644287,6157.1689453125,2.4010725021362305,0.9817123413085938,0.0047674826346337795,"[30, 19, 29, 11, 34, 24]",0,1,0,0,none,[],8.57070272294309,10.176912643274052,0.6272298112250737,0.5198396821319031,10.0,2.121669205699315,1,1,0,1,0,1,0,1,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
334,1.2800236940383911,2.990102731458678,1.2800236940383911,4.114760398864746,6104.203125,1.574710488319397,1.1813335418701172,0.003968605771660805,"[19, 30, 11, 29, 34, 8]",0,1,0,0,none,[],4.823100757963326,5.149801237146185,2.1345249031317874,0.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
335,1.5969514846801758,2.4900262500495645,1.5969514846801758,3.997279167175293,6102.30859375,2.245743989944458,0.7712360620498657,0.004418883938342333,"[30, 19, 29, 34, 11, 31]",0,1,0,0,none,[],7.368191724912353,9.231983275418077,0.0,0.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
336,1.30134916305542,1.7186302252962318,1.30134916305542,3.7952699661254883,6115.08251953125,1.790605068206787,0.7268235683441162,0.004121776670217514,"[30, 19, 11, 29, 34, 24]",0,1,0,0,none,[],4.994355094641353,6.463179740666859,0.0,0.0,10.0,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
337,2.572141170501709,5.097699790889329,2.572141170501709,3.842595100402832,6230.24853515625,3.7504749298095703,0.909976065158844,0.004803263116627932,"[30, 19, 29, 5, 11, 34]",0,1,0,0,none,[],15.199459710027373,18.38590122478077,0.0855652152401527,1.474674993861166,10.0,2.121669205699315,1,1,0,1,0,1,0,1,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
338,1.4200952053070068,2.0095590302465265,1.4200952053070068,3.716127872467041,6127.896484375,1.9526740312576294,0.7966020107269287,0.0041875895112752914,"[30, 19, 11, 29, 31, 34]",0,1,0,0,none,[],5.947946065264223,7.449114136379287,0.0,0.13737476375865235,10.0,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
339,1.7637990713119507,2.8920162067812596,1.7637990713119507,3.6189637184143066,6156.857421875,2.466024875640869,0.8878746032714844,0.0045167519710958,"[30, 19, 29, 34, 11, 33]",0,1,0,0,none,[],8.708062503470039,10.57204554173836,0.0,0.5157694132758208,10.0,2.121669205699315,1,1,0,1,0,1,0,1,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
340,1.4343318939208984,2.012407862214885,1.4343318939208984,3.5588455200195312,6115.35400390625,1.9370026588439941,0.8927061557769775,0.004229796584695578,"[30, 19, 11, 29, 37, 34]",0,1,0,0,none,[],6.062273898481713,7.353778516284188,0.0,0.0,10.0,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
341,1.5523349046707153,3.1835136192928015,1.5523349046707153,3.408663749694824,6120.38818359375,2.0535778999328613,1.0731929540634155,0.004405431915074587,"[30, 19, 29, 11, 36, 34]",0,1,0,0,none,[],7.009897949133685,8.062955262493928,1.317979482212371,0.03927362864896967,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
342,1.2277640104293823,1.5155154640762944,1.2277640104293823,3.1774556636810303,6102.435546875,1.665153980255127,0.7460380792617798,0.00426681712269783,"[30, 19, 29, 32, 11, 13]",0,1,0,0,none,[],4.403428982195214,5.700007444980082,0.0,0.0,10.0,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
343,1.230950951576233,1.914744359874884,1.230950951576233,3.092942476272583,6168.98779296875,1.5728728771209717,0.989381730556488,0.004479927010834217,"[30, 19, 31, 24, 11, 29]",0,1,0,0,none,[],4.429021736647647,5.138622267080797,0.6851396561651675,0.6742610891248061,10.0,2.121669205699315,0,0,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
344,1.6220687627792358,2.6050760247009617,1.6220687627792358,3.004225492477417,6111.95849609375,2.338667631149292,0.6394234895706177,0.0043652234598994255,"[30, 19, 29, 11, 34, 5]",0,1,0,0,none,[],7.569896212470272,9.79727728553614,0.0,0.0,10.0,2.121669205699315,1,1,0,0,0,0,0,0,0,0,frozen_ewma_sigma,1,6.0,10.0,1.5,3,1,1
